filmNum,filmName,moveName,type,cat,pow,acc,equipped,played,avgDamage,koRate,ia_pilotee
404,Le Cinquième Élément,« Aziz ! Lumière ! »,Action,phys,75,95,130,97,105.7,0.3608,true
404,Le Cinquième Élément,Ruby Rhod en folie,Science-Fiction,phys,80,95,130,493,80.2,0.2961,true
404,Le Cinquième Élément,« Big badaboom »,Action,phys,65,95,130,81,68.9,0.6543,true
405,Le Prénom,« Tu vas appeler ton fils Adolphe ?! »,—,status,,100,73,0,,,false
405,Le Prénom,La provocation de Vincent,—,status,,100,73,65,0.0,0.0000,true
405,Le Prénom,Le huis clos qui dégénère,Drame,spe,70,100,72,78,31.6,0.1282,true
405,Le Prénom,Le secret de famille,Drame,spe,70,95,73,27,30.0,0.1481,true
405,Le Prénom,La façade bourgeoise,Comédie,spe,75,95,73,182,31.8,0.0989,true
405,Le Prénom,La réplique assassine,Drame,phys,55,100,72,48,40.9,0.1458,true
406,Le Parfum : Histoire d'un meurtrier,Le nez parfait,Thriller,phys,75,95,73,52,81.4,0.2500,true
406,Le Parfum : Histoire d'un meurtrier,La distillation,Thriller,spe,75,95,72,57,32.6,0.1404,true
406,Le Parfum : Histoire d'un meurtrier,L'obsession du parfum ultime,Thriller,phys,80,95,72,188,70.5,0.2287,true
406,Le Parfum : Histoire d'un meurtrier,Le meilleur nez de Paris,—,status,,100,73,102,0.0,0.0000,true
406,Le Parfum : Histoire d'un meurtrier,Le parfum qui ensorcelle la foule,Thriller,spe,70,100,73,15,15.3,0.0000,true
406,Le Parfum : Histoire d'un meurtrier,L'homme sans odeur,Drame,phys,60,100,73,68,59.7,0.5000,true
407,Le Hobbit : La Bataille des cinq armées,« I am fire; I am death »,Fantastique,spe,80,95,73,53,34.6,0.1321,true
407,Le Hobbit : La Bataille des cinq armées,La flèche noire de Bard,Aventure,phys,80,90,73,138,56.7,0.2101,true
407,Le Hobbit : La Bataille des cinq armées,Le mal du dragon,—,status,,100,72,67,0.0,0.0000,true
407,Le Hobbit : La Bataille des cinq armées,Azog sur la glace,Fantastique,phys,70,100,72,69,56.5,0.2174,true
407,Le Hobbit : La Bataille des cinq armées,« Les Aigles arrivent ! »,Aventure,phys,75,95,73,66,38.7,0.1364,true
407,Le Hobbit : La Bataille des cinq armées,La charge de Dáin,Aventure,phys,65,95,73,21,41.2,0.0952,true
408,Le Hobbit : La Désolation de Smaug,Smaug,Fantastique,spe,85,95,72,119,31.0,0.1008,true
408,Le Hobbit : La Désolation de Smaug,La descente en tonneaux,Aventure,phys,80,90,72,42,42.6,0.1190,true
408,Le Hobbit : La Désolation de Smaug,Les araignées de la Forêt Noire,Fantastique,phys,65,100,72,15,30.3,0.0667,true
408,Le Hobbit : La Désolation de Smaug,Le piège de l'or fondu,Fantastique,phys,75,95,72,31,38.8,0.1290,true
408,Le Hobbit : La Désolation de Smaug,Énigmes face au dragon,Aventure,phys,80,95,72,188,43.7,0.1170,true
408,Le Hobbit : La Désolation de Smaug,La flèche de Legolas,Aventure,phys,55,100,72,29,25.1,0.4138,true
409,Le Seigneur des anneaux : Les Deux Tours,Le gouffre de Helm,Fantastique,phys,95,90,130,565,74.6,0.2779,true
409,Le Seigneur des anneaux : Les Deux Tours,« Sméagol contre Gollum »,Aventure,spe,75,95,130,101,39.7,0.1584,true
409,Le Seigneur des anneaux : Les Deux Tours,La dernière marche des Ents,Fantastique,phys,80,90,130,210,86.6,0.3524,true
409,Le Seigneur des anneaux : Les Deux Tours,« Forth Eorlingas ! »,Aventure,spe,80,95,130,289,47.5,0.1142,true
409,Le Seigneur des anneaux : Les Deux Tours,Gandalf le Blanc,Fantastique,spe,70,100,130,66,37.7,0.1667,true
409,Le Seigneur des anneaux : Les Deux Tours,« Mon précieux »,—,status,,100,130,207,0.0,0.0000,true
410,Le Seigneur des anneaux : Le Retour du roi,« Je ne suis pas un homme ! »,Fantastique,phys,85,90,129,335,41.5,0.1104,true
410,Le Seigneur des anneaux : Le Retour du roi,L'allumage des feux d'alarme,Aventure,spe,75,95,130,392,52.4,0.1582,true
410,Le Seigneur des anneaux : Le Retour du roi,L'Armée des Morts,Fantastique,spe,90,85,129,439,43.8,0.0911,true
410,Le Seigneur des anneaux : Le Retour du roi,« Je peux te porter ! »,—,status,,100,130,356,0.0,0.0000,true
410,Le Seigneur des anneaux : Le Retour du roi,Shelob,Fantastique,phys,75,100,129,99,36.9,0.1010,true
410,Le Seigneur des anneaux : Le Retour du roi,« Vous ne vous inclinerez devant personne »,—,status,,100,129,0,,,false
411,Harry Potter et la Chambre des secrets,Le Basilic,Fantastique,phys,85,95,72,120,33.8,0.0750,true
411,Harry Potter et la Chambre des secrets,« Suivez les araignées »,Aventure,spe,75,95,72,81,30.7,0.1235,true
411,Harry Potter et la Chambre des secrets,Le journal de Tom Jedusor,Fantastique,spe,70,100,72,37,35.9,0.1351,true
411,Harry Potter et la Chambre des secrets,La Ford Anglia volante,Aventure,phys,60,100,72,42,13.8,0.2619,true
411,Harry Potter et la Chambre des secrets,L'épée de Gryffondor,Fantastique,phys,75,95,72,17,40.9,0.2941,true
411,Harry Potter et la Chambre des secrets,Lockhart l'imposteur,Aventure,spe,80,95,72,183,35.3,0.0929,true
412,Harry Potter et la Coupe de feu,Le Magyar à pointes,Fantastique,phys,90,85,72,145,29.9,0.0552,true
412,Harry Potter et la Coupe de feu,« Tue l'autre ! »,—,status,,100,73,0,,,false
412,Harry Potter et la Coupe de feu,La résurrection de Voldemort,Fantastique,spe,80,90,72,102,23.0,0.0686,true
412,Harry Potter et la Coupe de feu,Le labyrinthe,Aventure,phys,75,95,73,153,37.0,0.0980,true
412,Harry Potter et la Coupe de feu,Priori Incantatum,Fantastique,spe,65,100,73,22,32.4,0.0000,true
412,Harry Potter et la Coupe de feu,La tâche du Lac noir,Aventure,phys,60,100,73,33,33.6,0.0909,true
413,Harry Potter et le Prisonnier d'Azkaban,« Expecto Patronum ! »,Fantastique,spe,80,95,73,228,37.1,0.0965,true
413,Harry Potter et le Prisonnier d'Azkaban,Les Détraqueurs,—,status,,100,73,0,,,false
413,Harry Potter et le Prisonnier d'Azkaban,La carte du Maraudeur,Fantastique,spe,75,95,72,75,40.5,0.1467,true
413,Harry Potter et le Prisonnier d'Azkaban,Buck l'hippogriffe,Aventure,phys,70,100,72,155,38.6,0.1355,true
413,Harry Potter et le Prisonnier d'Azkaban,Lupin le loup-garou,Fantastique,phys,70,95,73,9,14.0,0.0000,true
413,Harry Potter et le Prisonnier d'Azkaban,Le Retourneur de Temps,—,status,,100,73,0,,,false
414,Harry Potter et le Prince de sang-mêlé,« Sectumsempra ! »,Fantastique,spe,80,90,72,77,21.1,0.0649,true
414,Harry Potter et le Prince de sang-mêlé,Le souvenir de Slughorn,Aventure,spe,75,95,72,131,34.3,0.0534,true
414,Harry Potter et le Prince de sang-mêlé,Les Inferi de la grotte,Fantastique,phys,70,100,73,38,22.3,0.0789,true
414,Harry Potter et le Prince de sang-mêlé,« Severus… s'il vous plaît »,Fantastique,spe,70,95,73,18,22.4,0.0556,true
414,Harry Potter et le Prince de sang-mêlé,L'Armoire à disparaître,Fantastique,spe,80,95,73,199,25.5,0.0553,true
414,Harry Potter et le Prince de sang-mêlé,Felix Felicis,—,status,,100,73,0,,,false
415,Harry Potter et l'Ordre du Phénix,Ombrage et sa plume noire,—,status,,100,72,0,,,false
415,Harry Potter et l'Ordre du Phénix,Le combat du Département des mystères,Aventure,phys,75,95,73,91,23.7,0.0659,true
415,Harry Potter et l'Ordre du Phénix,Le sortilège de Bellatrix,Fantastique,spe,75,100,73,220,32.3,0.0864,true
415,Harry Potter et l'Ordre du Phénix,Les Sombrals,Aventure,phys,65,95,73,25,19.3,0.6000,true
415,Harry Potter et l'Ordre du Phénix,« I will have order! »,Fantastique,spe,75,95,72,63,40.2,0.0476,true
415,Harry Potter et l'Ordre du Phénix,La prophétie,Aventure,spe,80,95,73,222,37.4,0.0856,true
416,Harry Potter et les Reliques de la Mort - 1ère partie,L'infiltration du Ministère,Fantastique,spe,75,95,73,41,37.0,0.0000,true
416,Harry Potter et les Reliques de la Mort - 1ère partie,Le médaillon de Serpentard,Fantastique,spe,75,100,73,205,30.7,0.0390,true
416,Harry Potter et les Reliques de la Mort - 1ère partie,Nagini à Godric's Hollow,Fantastique,phys,85,85,72,38,19.9,0.0526,true
416,Harry Potter et les Reliques de la Mort - 1ère partie,Les Rafleurs,Aventure,spe,80,95,72,199,35.2,0.0804,true
416,Harry Potter et les Reliques de la Mort - 1ère partie,« Dobby est heureux »,Fantastique,spe,70,95,73,8,31.3,0.0000,true
416,Harry Potter et les Reliques de la Mort - 1ère partie,Le manoir des Malefoy,Fantastique,phys,65,95,73,32,10.0,0.4688,true
417,Harry Potter et les Reliques de la Mort - 2ème partie,La bataille de Poudlard,Aventure,phys,85,95,130,483,39.6,0.0994,true
417,Harry Potter et les Reliques de la Mort - 2ème partie,« C'est MA fille que tu ne toucheras pas ! »,Fantastique,spe,85,85,129,239,39.3,0.0879,true
417,Harry Potter et les Reliques de la Mort - 2ème partie,Neville et l'épée de Gryffondor,Fantastique,phys,70,100,129,159,43.8,0.1132,true
417,Harry Potter et les Reliques de la Mort - 2ème partie,« À jamais »,—,status,,100,129,312,0.0,0.0000,true
417,Harry Potter et les Reliques de la Mort - 2ème partie,L'évasion de Gringotts,Aventure,phys,65,95,129,20,30.0,0.1000,true
417,Harry Potter et les Reliques de la Mort - 2ème partie,La Baguette de Sureau,Aventure,phys,75,95,130,181,42.2,0.0663,true
418,Cinquante Nuances de Grey,Le contrat,Drame,phys,75,95,72,70,18.8,0.0571,true
418,Cinquante Nuances de Grey,« cinquante nuances de détraqué »,—,status,,100,73,0,,,false
418,Cinquante Nuances de Grey,Charlie Tango,—,status,,100,73,26,0.0,0.0000,true
418,Cinquante Nuances de Grey,L'empire Grey,Drame,spe,75,95,72,12,23.8,0.0833,true
418,Cinquante Nuances de Grey,La Salle Rouge,Drame,phys,80,95,73,105,23.4,0.1238,true
418,Cinquante Nuances de Grey,La cravate grise,Romance,phys,60,100,73,85,31.6,0.1765,true
419,TAMALA 2010 a punk cat in space,Le cycle de mort et de renaissance,—,status,,100,73,94,0.0,0.0000,true
419,TAMALA 2010 a punk cat in space,Le Colonel Sanders à la hache,Animation,phys,70,95,73,34,15.4,0.0294,true
419,TAMALA 2010 a punk cat in space,Catty & Co.,Animation,phys,75,95,73,153,46.0,0.1961,true
419,TAMALA 2010 a punk cat in space,Kentauros le flic-chien,Animation,phys,70,100,73,76,31.8,0.1974,true
419,TAMALA 2010 a punk cat in space,Tatla; le robot-chat géant,Science-Fiction,spe,80,90,72,64,33.2,0.0781,true
419,TAMALA 2010 a punk cat in space,La chatte que même la Mort redoute,—,status,,100,72,49,0.0,0.0000,true
420,Matrix Resurrections,Le jeu « Matrix »,Science-Fiction,phys,75,95,72,108,32.7,0.1574,true
420,Matrix Resurrections,« I still know kung fu »,Action,phys,80,90,72,156,28.2,0.1218,true
420,Matrix Resurrections,L'Analyste,—,status,,100,72,0,,,false
420,Matrix Resurrections,Bugs et le lapin blanc,Action,phys,70,95,72,22,47.1,0.1364,true
420,Matrix Resurrections,L'essaim de bots,Science-Fiction,spe,85,85,72,35,39.3,0.0571,true
420,Matrix Resurrections,Le vol de Neo et Trinity,—,status,,100,72,53,0.0,0.0000,true
421,Matrix Reloaded,Le Burly Brawl,Action,phys,90,85,73,192,37.2,0.1042,true
421,Matrix Reloaded,La poursuite sur l'autoroute,Action,phys,75,95,73,19,46.9,0.2105,true
421,Matrix Reloaded,L'Architecte,Science-Fiction,phys,75,95,73,112,40.6,0.1518,true
421,Matrix Reloaded,Le Mérovingien,—,status,,100,72,0,,,false
421,Matrix Reloaded,L'arrêt des balles,Science-Fiction,spe,65,100,73,45,39.5,0.2000,true
421,Matrix Reloaded,Le vol de Néo,—,status,,100,72,77,0.0,0.0000,true
422,La Guerre des mondes,Les Tripodes,Science-Fiction,phys,80,95,72,133,37.4,0.1579,true
422,La Guerre des mondes,Le rayon désintégrateur,Science-Fiction,spe,80,90,72,38,29.3,0.1053,true
422,La Guerre des mondes,L'impulsion électromagnétique,Science-Fiction,phys,75,95,72,38,50.0,0.2105,true
422,La Guerre des mondes,Le sous-sol assiégé,Thriller,phys,80,95,72,174,41.1,0.1207,true
422,La Guerre des mondes,La barbe rouge,Science-Fiction,phys,60,100,72,2,0.0,0.0000,true
422,La Guerre des mondes,L'effondrement du ferry,Thriller,phys,75,95,72,28,47.2,0.1786,true
423,Blanche-Neige et les Sept Nains,« Miroir; mon beau miroir »,—,status,,100,73,0,,,false
423,Blanche-Neige et les Sept Nains,La pomme empoisonnée,Fantastique,spe,85,85,72,119,28.0,0.0672,true
423,Blanche-Neige et les Sept Nains,« Heigh-Ho »,Animation,spe,75,95,73,132,43.5,0.1439,true
423,Blanche-Neige et les Sept Nains,La transformation en sorcière,Fantastique,spe,80,95,73,251,33.6,0.0996,true
423,Blanche-Neige et les Sept Nains,Grincheux et la bande,Animation,phys,75,95,72,94,33.9,0.0638,true
423,Blanche-Neige et les Sept Nains,La fuite dans la forêt,Animation,phys,55,100,73,32,26.1,0.3438,true
424,Horton,« Une personne est une personne »,—,status,,100,72,0,,,false
424,Horton,Le grain de poussière,Comédie,phys,75,95,73,94,37.7,0.1170,true
424,Horton,La Kangourou,Animation,phys,80,95,72,210,44.6,0.1667,true
424,Horton,La charge de Horton,Animation,phys,85,85,73,54,34.6,0.1481,true
424,Horton,Vlad le vautour,Animation,phys,65,100,73,29,28.9,0.0345,true
424,Horton,Le cri de Whoville,Comédie,phys,60,100,73,75,28.2,0.4133,true
425,Le Roi Arthur : La Légende d'Excalibur,Excalibur,Fantastique,phys,80,95,73,198,32.6,0.1515,true
425,Le Roi Arthur : La Légende d'Excalibur,Vortigern le tyran,—,status,,100,73,0,,,false
425,Le Roi Arthur : La Légende d'Excalibur,Le gamin des rues,—,status,,100,73,68,0.0,0.0000,true
425,Le Roi Arthur : La Légende d'Excalibur,Les éléphants de guerre géants,Fantastique,phys,75,95,73,60,31.8,0.2500,true
425,Le Roi Arthur : La Légende d'Excalibur,La Magicienne,Fantastique,spe,70,95,72,49,18.6,0.0408,true
425,Le Roi Arthur : La Légende d'Excalibur,Le montage à la Guy Ritchie,Fantastique,phys,75,95,72,69,24.8,0.1014,true
426,Fast and Furious,« Je vis ma vie à 400 mètres à la fois »,—,status,,100,73,89,0.0,0.0000,true
426,Fast and Furious,La bouteille de NOS,Action,phys,90,85,73,158,53.4,0.2025,true
426,Fast and Furious,Le braquage de camion,Crime,phys,70,100,73,18,22.1,0.1111,true
426,Fast and Furious,« Winning's winning »,Crime,phys,75,95,73,16,71.3,0.2500,true
426,Fast and Furious,La course sur les rails,Action,phys,65,95,72,99,40.7,0.3434,true
426,Fast and Furious,La famille,Crime,phys,80,95,72,113,41.1,0.1770,true
427,Alien vs. Predator,La Reine Alien,Science-Fiction,phys,90,85,73,92,39.4,0.1739,true
427,Alien vs. Predator,Le canon d'épaule du Predator,Action,spe,75,95,73,54,27.5,0.1667,true
427,Alien vs. Predator,Les facehuggers,—,status,,100,72,0,,,false
427,Alien vs. Predator,La pyramide qui se reconfigure,Action,phys,75,95,72,44,38.0,0.1364,true
427,Alien vs. Predator,L'alliance de circonstance,Science-Fiction,phys,80,95,73,158,31.5,0.1519,true
427,Alien vs. Predator,Le sang acide,Science-Fiction,phys,60,100,73,3,79.0,0.3333,true
428,Predator,« TOUS À L'HÉLICO ! »,—,status,,100,73,89,0.0,0.0000,true
428,Predator,Le canon à plasma,Science-Fiction,spe,85,95,72,54,43.9,0.1481,true
428,Predator,Le camouflage thermique,—,status,,100,73,0,,,false
428,Predator,« T'es vraiment moche; enfoiré »,Action,phys,75,95,73,92,67.1,0.2609,true
428,Predator,L'autodestruction,Science-Fiction,phys,75,100,73,225,70.8,0.2978,true
428,Predator,« J'ai pas le temps de saigner »,Action,phys,65,95,72,36,55.2,0.3611,true
429,Housewife Alien vs Gay Zombie,Ruth la tueuse extraterrestre,Horreur,phys,80,90,73,28,14.1,0.0714,true
429,Housewife Alien vs Gay Zombie,Le livre maudit,Horreur,phys,75,95,73,22,19.6,0.0455,true
429,Housewife Alien vs Gay Zombie,« Un meurtre ? Je traverse même pas en dehors des clous »,—,status,,100,73,7,0.0,0.0000,false
429,Housewife Alien vs Gay Zombie,Barboura; la tête dans la valise,Horreur,spe,70,95,73,20,18.7,0.1500,true
429,Housewife Alien vs Gay Zombie,La poursuite des deux flics,Comédie,phys,80,95,72,132,21.9,0.0682,true
429,Housewife Alien vs Gay Zombie,L'hommage Troma,Comédie,phys,55,100,72,48,21.8,0.2083,true
430,Le Dernier Samouraï,Le katana de Katsumoto,Action,phys,90,85,72,218,50.0,0.2064,true
430,Le Dernier Samouraï,La charge finale,Action,phys,75,95,73,9,58.3,0.1111,true
430,Le Dernier Samouraï,« La fleur parfaite est une chose rare »,Action,phys,75,95,73,76,43.4,0.1974,true
430,Le Dernier Samouraï,L'entraînement au village,—,status,,100,73,79,0.0,0.0000,true
430,Le Dernier Samouraï,Le seppuku,Drame,spe,65,100,72,86,35.4,0.1744,true
430,Le Dernier Samouraï,« Je vais vous dire comment il a vécu »,—,status,,100,73,75,0.0,0.0000,true
431,Massacre à la tronçonneuse,La tronçonneuse,Horreur,phys,85,90,72,127,21.9,0.0551,true
431,Massacre à la tronçonneuse,Le masque de peau,—,status,,100,72,26,0.0,0.0000,false
431,Massacre à la tronçonneuse,Le crochet de boucher,Horreur,phys,85,85,73,43,18.1,0.1628,true
431,Massacre à la tronçonneuse,Le dîner de famille,Thriller,phys,75,95,73,177,37.3,0.1243,true
431,Massacre à la tronçonneuse,Le coup de masse,Horreur,phys,70,95,73,0,,,true
431,Massacre à la tronçonneuse,La fuite de Sally,—,status,,100,73,93,0.0,0.0000,true
432,Keanu,Keanu le chaton,—,status,,100,72,59,0.0,0.0000,true
432,Keanu,Les 17th Street Blips,Crime,phys,75,95,72,29,25.9,0.1034,true
432,Keanu,La drogue « Holy Shit »,Comédie,phys,80,95,72,136,32.4,0.0809,true
432,Keanu,Le déguisement de caïds,Crime,phys,70,95,72,3,27.3,0.0000,true
432,Keanu,La fusillade chez Cheddar,Crime,phys,80,90,72,61,52.6,0.2295,true
432,Keanu,L'obsession George Michael,Comédie,phys,55,100,72,57,39.6,0.4561,true
433,Las Vegas Parano,« On peut pas s'arrêter ici; c'est le pays des chauves-souris ! »,Comédie,spe,75,95,73,109,42.7,0.2110,true
433,Las Vegas Parano,Le coffre plein de drogues,Comédie,spe,75,95,73,81,39.4,0.1605,true
433,Las Vegas Parano,L'adrénochrome,Drame,spe,75,100,72,43,45.4,0.1628,true
433,Las Vegas Parano,Le bad trip du Dr Gonzo,Drame,spe,80,95,73,166,37.3,0.1566,true
433,Las Vegas Parano,Le hall d'hôtel qui ondule,Comédie,phys,65,100,72,23,43.6,0.0870,true
433,Las Vegas Parano,Le rêve américain,Drame,phys,60,100,73,20,42.9,0.1000,true
434,Metropolis,Le Maschinenmensch,Science-Fiction,spe,80,95,130,383,42.2,0.0992,true
434,Metropolis,Moloch dévoreur d'ouvriers,Science-Fiction,phys,80,90,129,161,34.9,0.0932,true
434,Metropolis,« Tête; mains; cœur »,Science-Fiction,phys,75,95,129,8,27.9,0.0000,true
434,Metropolis,L'inondation de la cité basse,Science-Fiction,phys,70,100,129,0,,,true
434,Metropolis,Rotwang et sa main mécanique,Science-Fiction,phys,80,95,129,515,35.3,0.0660,true
434,Metropolis,La Tour de Babel,Drame,spe,65,95,130,240,38.0,0.1208,true
435,Les délices de Tokyo,L'an de Tokue,Drame,spe,80,90,73,270,31.9,0.0852,true
435,Les délices de Tokyo,« Écoute la voix des haricots »,Drame,spe,75,95,73,45,37.9,0.0000,true
435,Les délices de Tokyo,Les cerisiers en fleurs,—,status,,100,72,127,0.0,0.0000,true
435,Les délices de Tokyo,Le passé du sanatorium,—,status,,100,73,0,,,false
435,Les délices de Tokyo,Le dorayaki parfait,Drame,phys,75,95,73,74,16.7,0.0541,true
435,Les délices de Tokyo,La transmission,Drame,phys,55,100,72,0,,,true
436,Pacific Rim,Gipsy Danger,Science-Fiction,phys,90,85,73,130,27.8,0.0615,true
436,Pacific Rim,« Nous annulons l'apocalypse ! »,Science-Fiction,phys,75,95,72,0,,,true
436,Pacific Rim,Le Kaiju de Hong Kong,Science-Fiction,phys,80,90,72,35,30.9,0.1429,true
436,Pacific Rim,La Dérive,Science-Fiction,phys,80,95,73,193,32.3,0.1295,true
436,Pacific Rim,L'épée à plasma,Science-Fiction,phys,65,100,73,0,,,true
436,Pacific Rim,Le rocket punch,Action,phys,60,100,73,89,35.2,0.3034,true
437,Les mondes futurs,« Tout l'univers; ou le néant ? »,—,status,,100,73,45,0.0,0.0000,true
437,Les mondes futurs,La Maladie errante,Drame,phys,75,95,73,45,54.7,0.2889,true
437,Les mondes futurs,Les Ailes au-dessus du monde,Science-Fiction,phys,80,90,72,49,32.1,0.1020,true
437,Les mondes futurs,Le Canon de l'Espace,Science-Fiction,phys,75,95,73,15,41.3,0.0667,true
437,Les mondes futurs,La cité souterraine du futur,Science-Fiction,phys,80,95,72,164,39.2,0.1341,true
437,Les mondes futurs,La révolte contre le progrès,Drame,phys,65,95,73,44,39.5,0.5909,true
438,Un mariage interplanétaire,Le télégraphe amoureux,Science-Fiction,phys,75,95,73,72,26.8,0.0972,true
438,Un mariage interplanétaire,Le canon vers la Lune,Science-Fiction,phys,80,90,73,138,28.2,0.0942,true
438,Un mariage interplanétaire,Le dirigeable de Yala,—,status,,100,73,53,0.0,0.0000,true
438,Un mariage interplanétaire,Les fées de la Lune,—,status,,100,72,153,0.0,0.0000,true
438,Un mariage interplanétaire,La grotte lunaire,Romance,phys,75,95,73,63,38.4,0.0952,true
438,Un mariage interplanétaire,L'amour par-delà les mondes,Romance,phys,55,100,72,24,28.5,0.3750,true
439,A Trip to Mars,La poudre antigravité,—,status,,100,73,40,0.0,0.0000,true
439,A Trip to Mars,Le Martien géant,Science-Fiction,phys,75,95,73,31,22.5,0.0000,true
439,A Trip to Mars,La forêt martienne,Science-Fiction,phys,75,95,73,22,44.4,0.2273,true
439,A Trip to Mars,Le souffle glacial,Science-Fiction,phys,75,95,73,43,22.1,0.1163,true
439,A Trip to Mars,Les trucages à la Méliès,Science-Fiction,phys,80,95,72,142,33.9,0.1056,true
439,A Trip to Mars,La dégringolade vers la Terre,Aventure,phys,60,100,72,78,35.6,0.2179,true
440,Paris qui dort,Le rayon paralysant,Science-Fiction,spe,75,95,73,68,38.8,0.2059,true
440,Paris qui dort,Paris figé,Comédie,spe,75,95,73,66,45.6,0.1667,true
440,Paris qui dort,Le veilleur de la Tour Eiffel,—,status,,100,73,62,0.0,0.0000,true
440,Paris qui dort,Les épargnés du rayon,Comédie,spe,80,95,72,158,36.9,0.1456,true
440,Paris qui dort,Le grand interrupteur,Science-Fiction,phys,70,95,72,17,45.5,0.1176,true
440,Paris qui dort,La cavalcade dans la ville morte,Comédie,phys,65,95,73,12,6.4,0.3333,true
441,Aelita,Le trône d'Aelita,—,status,,100,72,65,0.0,0.0000,true
441,Aelita,Le télescope martien,Drame,phys,75,95,73,38,52.0,0.2632,true
441,Aelita,Le voyage vers Mars,Science-Fiction,phys,70,100,73,25,56.3,0.1600,true
441,Aelita,La révolte des opprimés,Drame,phys,80,90,73,56,45.0,0.2500,true
441,Aelita,Les décors de la planète rouge,Science-Fiction,phys,80,95,72,129,38.9,0.1240,true
441,Aelita,La trahison de la reine,Drame,phys,55,100,73,3,38.7,0.0000,true
442,Himmelskibet,L'Excelsior,Science-Fiction,phys,80,90,73,220,34.8,0.1318,true
442,Himmelskibet,Les Martiens pacifistes,—,status,,100,73,0,,,false
442,Himmelskibet,Le message de paix,—,status,,100,73,113,0.0,0.0000,true
442,Himmelskibet,Marya la Martienne,Aventure,phys,75,95,72,145,37.6,0.0828,true
442,Himmelskibet,La révolte des Terriens,Science-Fiction,phys,65,100,72,23,37.5,0.0870,true
442,Himmelskibet,Le retour éclairé,Aventure,phys,60,100,73,64,23.6,0.2813,true
443,Pokémon; le film : Mewtwo contre-attaque,Mewtwo déchaîné,Science-Fiction,spe,80,95,72,192,29.2,0.0625,true
443,Pokémon; le film : Mewtwo contre-attaque,« Quel est mon but ? »,—,status,,100,73,0,,,false
443,Pokémon; le film : Mewtwo contre-attaque,L'armée des clones,Animation,phys,80,90,73,118,35.6,0.1102,true
443,Pokémon; le film : Mewtwo contre-attaque,Le refus de Pikachu,—,status,,100,73,81,0.0,0.0000,true
443,Pokémon; le film : Mewtwo contre-attaque,Les larmes qui ressuscitent,—,status,,100,73,187,0.0,0.0000,true
443,Pokémon; le film : Mewtwo contre-attaque,Mew,Science-Fiction,phys,65,95,72,101,19.0,0.1782,true
444,Spider-Man,Les lance-toiles,Aventure,phys,80,90,73,120,35.4,0.0750,true
444,Spider-Man,Le sens d'araignée,—,status,,100,73,0,,,false
444,Spider-Man,Le Bouffon Vert,Action,phys,80,95,72,241,28.5,0.1162,true
444,Spider-Man,Le baiser à l'envers,—,status,,100,73,142,0.0,0.0000,true
444,Spider-Man,Le combat de catch,Action,phys,65,95,72,61,21.0,0.0656,true
444,Spider-Man,Le choix du pont,Aventure,phys,75,95,73,50,25.7,0.1000,true
445,Le Petit Vampire,Rüdiger le petit vampire,Fantastique,phys,80,90,73,98,28.4,0.0714,true
445,Le Petit Vampire,L'amulette,Fantastique,phys,75,95,73,41,22.0,0.0732,true
445,Le Petit Vampire,La comète,—,status,,100,73,94,0.0,0.0000,true
445,Le Petit Vampire,La famille Sackville-Bagg,Aventure,phys,75,95,72,46,17.7,0.0217,true
445,Le Petit Vampire,Rookery le chasseur,Aventure,phys,80,95,73,158,27.5,0.0949,true
445,Le Petit Vampire,Le vol nocturne,Aventure,phys,60,100,72,21,22.2,0.5714,true
446,Avatar,Le dressage du Toruk,Aventure,phys,80,95,130,468,65.7,0.2479,true
446,Avatar,Le lien à l'Arbre des Âmes,Aventure,phys,75,95,130,42,88.2,0.2619,true
446,Avatar,« Tu n'es plus au Kansas »,Science-Fiction,phys,80,95,130,343,79.9,0.2886,true
446,Avatar,L'arc na'vi de Neytiri,Aventure,phys,75,95,130,63,108.6,0.4603,true
446,Avatar,La destruction de l'Arbre-Maison,Science-Fiction,phys,75,100,130,62,112.3,0.4032,true
446,Avatar,La charge d'Eywa,—,status,,100,130,190,0.0,0.0000,true
447,Avatar : De feu et de cendres,Varang la matriarche,Action,phys,85,95,73,199,35.5,0.1156,true
447,Avatar : De feu et de cendres,Le rejet d'Eywa,—,status,,100,73,0,,,false
447,Avatar : De feu et de cendres,L'alliance avec Quaritch,Science-Fiction,phys,75,95,72,67,49.7,0.0896,true
447,Avatar : De feu et de cendres,Kiri et la flore d'Eywa,Science-Fiction,spe,80,90,73,76,30.2,0.1184,true
447,Avatar : De feu et de cendres,Les lance-flammes du clan,Action,phys,75,95,73,9,29.1,0.0000,true
447,Avatar : De feu et de cendres,La faune de Pandora,Action,phys,80,95,72,89,31.1,0.0899,true
448,Projet dernière chance,L'Astrophage,Science-Fiction,spe,85,85,73,198,37.2,0.1313,true
448,Projet dernière chance,Rocky l'ingénieur d'Érid,—,status,,100,73,0,,,false
448,Projet dernière chance,« Tope mon poing »,—,status,,100,72,162,0.0,0.0000,true
448,Projet dernière chance,Le xénonite,Science-Fiction,phys,80,90,73,137,32.1,0.0803,true
448,Projet dernière chance,Le Taumoeba,Science-Fiction,spe,65,100,73,50,33.8,0.2000,true
448,Projet dernière chance,La mission sans retour,Aventure,phys,60,100,72,86,33.9,0.1628,true
449,Une bataille après l'autre,Le French 75,Action,spe,75,95,130,342,35.5,0.0906,true
